"kommunenummer","kommunenavn","fylkesnummer","fylkesnavn","nordnorge","tilfeller","tilfeller1000","over1","dode","karantene","areal","folketall","over69","andelover69","sentralitetsindeks","ledighet","innvandrere","skatteinntekter","STN","senterpartiet","passasjererutland"
"0301","Oslo","03","Oslo",0,2955,4.26103181858819,1,51,0,454.12,693494,66205,0.0954658583924302,1000,2.55,33.79,88606.2,0,2.18351,13313399
"1101","Eigersund","11","Rogaland",0,14,0.945243400175545,0,0,0,432.48,14811,2024,0.136655188711093,754,1.5,13.04,897.7,0,11.78035,0
"1103","Stavanger","11","Rogaland",0,136,0.947246715979216,0,0,0,262.52,143574,15426,0.107442851769819,890,2.55,23.02,15256.6,0,4.78813,1531692
"1106","Haugesund","11","Rogaland",0,58,1.55258719918623,1,0,0,72.68,37357,4804,0.128597050084322,832,2.25,18.06,2472.7,0,5.05161,18699
"1108","Sandnes","11","Rogaland",0,50,0.628638243836202,0,1,0,1040.56,79537,7537,0.0947609288758691,878,2.7,22.96,5701.7,0,6.92903,0
"1111","Sokndal","11","Rogaland",0,5,1.52439024390244,1,0,0,294.98,3280,508,0.154878048780488,653,1.45,7.35,182.3,0,11.80022,0
"1112","Lund","11","Rogaland",0,1,0.312304809494066,0,0,0,408.42,3202,460,0.14366021236727,629,1.75,10.24,172.4,0,22.05619,0
"1114","Bjerkreim","11","Rogaland",0,0,0,0,0,0,650.56,2787,308,0.110513096519555,691,1.8,10.51,150.9,0,36.54105,0
"1119","Hå","11","Rogaland",0,7,0.368595650571323,0,0,0,257.99,18991,2020,0.106366173450582,771,1.95,15.22,1007.3,0,15.83529,0
"1120","Klepp","11","Rogaland",0,6,0.306309985705534,0,0,0,113.49,19588,2045,0.104400653461303,846,2.1,15.31,1204.1,0,16.91769,0
"1121","Time","11","Rogaland",0,14,0.74011418904631,0,0,0,183.19,18916,2012,0.106364982025798,833,1.75,12.48,1168.1,0,18.71459,0
"1122","Gjesdal","11","Rogaland",0,13,1.08315280786536,1,1,0,617.98,12002,999,0.0832361273121146,801,2.6,15.55,646.9,0,13.63878,0
"1124","Sola","11","Rogaland",0,19,0.699738518764041,0,0,0,69.05,27153,2700,0.0994365263506795,857,2.45,20.41,3209.4,0,9.93859,0
"1127","Randaberg","11","Rogaland",0,10,0.89118616879066,0,0,0,24.71,11221,1252,0.111576508332591,866,2.15,13.65,739.8,0,15.84919,0
"1130","Strand","11","Rogaland",0,12,0.925354719309068,0,1,0,261.69,12968,1617,0.124691548426897,708,2.75,11.96,696.3,0,13.10633,0
"1133","Hjelmeland","11","Rogaland",0,0,0,0,0,0,1067.78,2574,426,0.165501165501166,518,1.55,17.33,168.4,0,47.30135,0
"1134","Suldal","11","Rogaland",0,1,0.262881177707676,0,0,0,1736.65,3804,619,0.162723449001052,509,1,11.91,355.8,0,44.56107,0
"1135","Sauda","11","Rogaland",0,3,0.652883569096844,0,0,0,546.56,4595,774,0.168443960826986,620,1.3,9.6,318.5,0,53.58155,0
"1144","Kvitsøy","11","Rogaland",0,0,0,0,0,0,6.29,517,100,0.193423597678917,502,NA,10.25,29.2,0,NA,0
"1145","Bokn","11","Rogaland",0,1,1.17370892018779,1,0,0,47.17,852,150,0.176056338028169,624,1.4,9.51,46.9,0,40.68136,0
"1146","Tysvær","11","Rogaland",0,20,1.80750112968821,1,0,0,425.48,11065,1394,0.125982828739268,722,1.85,9.15,618.9,0,20.80205,0
"1149","Karmøy","11","Rogaland",0,77,1.82525008296591,1,0,0,229.96,42186,5563,0.131868392357654,756,2.05,10.45,2372.2,0,7.89046,0
"1151","Utsira","11","Rogaland",0,0,0,0,0,0,6.32,198,30,0.151515151515152,295,NA,15.66,11.4,0,NA,0
"1160","Vindafjord","11","Rogaland",0,11,1.2623364700482,1,0,0,620.59,8714,1198,0.13747991737434,644,1.9,13.95,662.6,0,33.21471,0
"1505","Kristiansund","15","Møre og Romsdal",0,21,0.868522271392531,0,0,1,87.44,24179,3719,0.153811158443277,755,2.85,13.04,1356.7,0,17.4557,7069
"1506","Molde","15","Møre og Romsdal",0,15,0.469233897456752,0,0,1,1503.36,31967,5001,0.156442581412081,731,2,13.14,2081.1,0,16.16447,22601
"1507","Ålesund","15","Møre og Romsdal",0,35,0.528238099550243,0,0,1,632.42,66258,8731,0.131772767062091,779,2.05,15.85,4742.2,0,12.84493,294804
"1511","Vanylven","15","Møre og Romsdal",0,2,0.641642605068977,0,0,1,385.22,3117,686,0.220083413538659,526,1.4,7.57,148.9,0,16.49425,0
"1514","Sande","15","Møre og Romsdal",0,6,2.4380333197887,1,0,1,93.21,2461,444,0.180414465664364,554,3.15,20.07,142.2,0,20.83656,0
"1515","Herøy (Møre og Romsdal)","15","Møre og Romsdal",0,0,0,0,0,1,119.52,8900,1387,0.155842696629213,659,3.35,13.93,647.3,0,9.4789,0
"1516","Ulstein","15","Møre og Romsdal",0,11,1.28339750320849,1,0,0,97.2,8571,1081,0.126122972815307,714,2.15,16.4,571.9,0,13.5906,0
"1517","Hareid","15","Møre og Romsdal",0,3,0.579710144927536,0,0,1,82.27,5175,709,0.137004830917874,688,3.25,18.9,270,0,NA,0
"1520","Ørsta","15","Møre og Romsdal",0,6,0.554272517321016,0,0,0,661.58,10825,1662,0.153533487297921,712,2.2,9.87,646.1,0,48.07728,0
"1525","Stranda","15","Møre og Romsdal",0,0,0,0,0,1,865.87,4523,838,0.18527525978333,628,1.75,20.3,244.4,0,46.59894,0
"1528","Sykkylven","15","Møre og Romsdal",0,1,0.131147540983607,0,0,1,337.8,7625,1155,0.151475409836066,682,1.5,14.56,428.5,0,28.7973,0
"1531","Sula","15","Møre og Romsdal",0,17,1.82599355531686,1,0,1,58.51,9310,1148,0.123308270676692,734,2.15,13.15,512,0,NA,0
"1532","Giske","15","Møre og Romsdal",0,6,0.709052233514536,0,2,1,40.54,8462,1032,0.1219569841645,708,1.45,12.5,477.4,0,11.1195,0
"1535","Vestnes","15","Møre og Romsdal",0,3,0.459277403551745,0,0,1,351.7,6532,1047,0.160287813839559,642,2.15,12.63,378.9,0,31.18719,0
"1539","Rauma","15","Møre og Romsdal",0,10,1.33904659882164,1,0,1,1502.15,7468,1319,0.176620246384574,615,2.3,10.24,397.2,0,19.32342,0
"1547","Aukra","15","Møre og Romsdal",0,0,0,0,0,1,60.64,3509,578,0.164719293245939,607,2.4,14.39,199,0,17.32673,0
"1554","Averøy","15","Møre og Romsdal",0,0,0,0,0,1,175.68,5788,919,0.158776779543884,619,2.15,11.44,321.4,0,14.06804,0
"1557","Gjemnes","15","Møre og Romsdal",0,1,0.380372765310004,0,0,1,381.63,2629,457,0.173830353746672,578,1.7,10,119.7,0,49.80901,0
"1560","Tingvoll","15","Møre og Romsdal",0,1,0.330578512396694,0,0,1,336.81,3025,607,0.200661157024793,567,1.35,10.88,141.3,0,33.08913,0
"1563","Sunndal","15","Møre og Romsdal",0,2,0.284252416145537,0,0,1,1713.37,7036,1155,0.164155770324048,630,1.6,10.69,392.6,0,22.05995,0
"1566","Surnadal","15","Møre og Romsdal",0,2,0.337837837837838,0,0,1,1366.05,5920,1059,0.178885135135135,596,1.5,6.66,360.9,0,46.01187,0
"1573","Smøla","15","Møre og Romsdal",0,0,0,0,0,1,271.91,2150,397,0.184651162790698,450,2.3,12.98,109.7,0,39.39138,0
"1576","Aure","15","Møre og Romsdal",0,3,0.855431993156544,0,0,1,641.39,3507,683,0.194753350441973,488,1.35,11.58,170.3,0,29.10448,0
"1577","Volda","15","Møre og Romsdal",0,5,0.477418122791941,0,0,0,876.87,10473,1613,0.15401508641268,699,2.1,11.29,541.4,0,20.67791,0
"1578","Fjord","15","Møre og Romsdal",0,2,0.78462142016477,0,0,1,1190.58,2549,489,0.191839937230286,560,1.45,14.01,129.4,0,33.81024,0
"1579","Hustadvika","15","Møre og Romsdal",0,4,0.301227502070939,0,0,1,521.9,13279,1923,0.144815121620604,646,2.2,9.73,695,0,43.76291,0
"1804","Bodø","18","Nordland",1,43,0.821284641977195,0,0,1,1395.27,52357,6407,0.122371411654602,792,1.6,10.81,3289.1,0,9.94508,83103
"1806","Narvik","18","Nordland",1,6,0.274662394140536,0,1,1,3432.17,21845,3558,0.162874799725338,679,2,11.7,1133.1,1,20.9023,22226
"1811","Bindal","18","Nordland",1,0,0,0,0,1,1266.07,1426,311,0.218092566619916,417,1.1,4.63,63.5,0,19.06318,0
"1812","Sømna","18","Nordland",1,2,1.0126582278481,1,0,1,195.2,1975,358,0.18126582278481,499,1.15,7.9,77.4,0,51.47929,0
"1813","Brønnøy","18","Nordland",1,6,0.757862826828344,0,0,1,1046.01,7917,1142,0.144246558039661,608,1.85,8.96,374.2,0,39.09794,0
